/opt/conda/envs/pytorch/lib/python3.9/site-packages/ipykernel_launcher.py -f /home/ubuntu/.local/share/jupyter/runtime/kernel-785b3938-809c-4204-86b3-5312923e8854.json
{"epoch": 0, "step": 0, "lr_weights": 0.0, "lr_biases": 0.0, "loss": 501.8089599609375, "time": 0}
{"epoch": 27, "step": 550, "lr_weights": 0.19984599694651403, "lr_biases": 0.004796303926716336, "loss": 320.594482421875, "time": 219}
{"epoch": 28, "step": 575, "lr_weights": 0.19982321750304255, "lr_biases": 0.004795757220073021, "loss": 314.43170166015625, "time": 229}
{"epoch": 30, "step": 600, "lr_weights": 0.19979886897954124, "lr_biases": 0.0047951728555089895, "loss": 309.785400390625, "time": 240}
{"epoch": 31, "step": 625, "lr_weights": 0.19977295175911833, "lr_biases": 0.004794550842218839, "loss": 304.42193603515625, "time": 249}
{"epoch": 32, "step": 650, "lr_weights": 0.19974546624956435, "lr_biases": 0.004793891189989544, "loss": 302.50341796875, "time": 259}
{"epoch": 33, "step": 675, "lr_weights": 0.19971641288334596, "lr_biases": 0.004793193909200303, "loss": 299.677490234375, "time": 269}
{"epoch": 35, "step": 700, "lr_weights": 0.19968579211759907, "lr_biases": 0.004792459010822377, "loss": 296.7552185058594, "time": 280}
{"epoch": 36, "step": 725, "lr_weights": 0.19965360443412142, "lr_biases": 0.004791686506418914, "loss": 293.44512939453125, "time": 290}
{"epoch": 37, "step": 750, "lr_weights": 0.19961985033936538, "lr_biases": 0.004790876408144768, "loss": 291.51324462890625, "time": 300}
{"epoch": 38, "step": 775, "lr_weights": 0.1995845303644297, "lr_biases": 0.0047900287287463116, "loss": 289.62994384765625, "time": 309}
{"epoch": 40, "step": 800, "lr_weights": 0.19954764506505118, "lr_biases": 0.004789143481561228, "loss": 288.4776611328125, "time": 320}
{"epoch": 41, "step": 825, "lr_weights": 0.19950919502159606, "lr_biases": 0.004788220680518305, "loss": 284.9656677246094, "time": 330}
{"epoch": 42, "step": 850, "lr_weights": 0.1994691808390508, "lr_biases": 0.0047872603401372185, "loss": 282.59600830078125, "time": 340}
{"epoch": 43, "step": 875, "lr_weights": 0.19942760314701258, "lr_biases": 0.004786262475528301, "loss": 280.736572265625, "time": 349}
{"epoch": 45, "step": 900, "lr_weights": 0.1993844625996793, "lr_biases": 0.0047852271023923025, "loss": 281.5249328613281, "time": 360}
{"epoch": 46, "step": 925, "lr_weights": 0.19933975987583952, "lr_biases": 0.004784154237020148, "loss": 279.51873779296875, "time": 370}
{"epoch": 47, "step": 950, "lr_weights": 0.1992934956788615, "lr_biases": 0.004783043896292675, "loss": 279.1722717285156, "time": 380}
{"epoch": 48, "step": 975, "lr_weights": 0.19924567073668237, "lr_biases": 0.004781896097680376, "loss": 277.85198974609375, "time": 390}
{"epoch": 50, "step": 1000, "lr_weights": 0.19919628580179646, "lr_biases": 0.004780710859243115, "loss": 275.9630126953125, "time": 401}
{"epoch": 51, "step": 1025, "lr_weights": 0.19914534165124367, "lr_biases": 0.0047794881996298475, "loss": 275.02398681640625, "time": 410}
{"epoch": 52, "step": 1050, "lr_weights": 0.19909283908659708, "lr_biases": 0.004778228138078329, "loss": 272.38916015625, "time": 420}
{"epoch": 53, "step": 1075, "lr_weights": 0.19903877893395047, "lr_biases": 0.004776930694414811, "loss": 272.12713623046875, "time": 430}
{"epoch": 55, "step": 1100, "lr_weights": 0.1989831620439052, "lr_biases": 0.0047755958890537235, "loss": 271.1581115722656, "time": 441}
{"epoch": 56, "step": 1125, "lr_weights": 0.19892598929155686, "lr_biases": 0.004774223742997364, "loss": 269.2226257324219, "time": 451}
{"epoch": 57, "step": 1150, "lr_weights": 0.1988672615764816, "lr_biases": 0.004772814277835558, "loss": 268.99163818359375, "time": 460}
{"epoch": 58, "step": 1175, "lr_weights": 0.19880697982272183, "lr_biases": 0.0047713675157453235, "loss": 268.01104736328125, "time": 470}
{"epoch": 60, "step": 1200, "lr_weights": 0.1987451449787718, "lr_biases": 0.004769883479490523, "loss": 267.11224365234375, "time": 481}
{"epoch": 61, "step": 1225, "lr_weights": 0.1986817580175626, "lr_biases": 0.004768362192421502, "loss": 266.09649658203125, "time": 491}
{"epoch": 62, "step": 1250, "lr_weights": 0.19861681993644686, "lr_biases": 0.0047668036784747235, "loss": 266.81817626953125, "time": 501}
{"epoch": 63, "step": 1275, "lr_weights": 0.19855033175718306, "lr_biases": 0.0047652079621723934, "loss": 266.9892578125, "time": 511}
{"epoch": 65, "step": 1300, "lr_weights": 0.1984822945259196, "lr_biases": 0.00476357506862207, "loss": 270.84637451171875, "time": 522}
{"epoch": 66, "step": 1325, "lr_weights": 0.198412709313178, "lr_biases": 0.004761905023516271, "loss": 268.7494201660156, "time": 531}
{"epoch": 67, "step": 1350, "lr_weights": 0.19834157721383644, "lr_biases": 0.0047601978531320735, "loss": 267.2819519042969, "time": 541}
{"epoch": 68, "step": 1375, "lr_weights": 0.19826889934711223, "lr_biases": 0.0047584535843306925, "loss": 266.0841979980469, "time": 551}
{"epoch": 70, "step": 1400, "lr_weights": 0.1981946768565444, "lr_biases": 0.004756672244557065, "loss": 265.74725341796875, "time": 562}
{"epoch": 71, "step": 1425, "lr_weights": 0.19811891090997566, "lr_biases": 0.004754853861839415, "loss": 266.2525329589844, "time": 571}
{"epoch": 72, "step": 1450, "lr_weights": 0.19804160269953383, "lr_biases": 0.004752998464788811, "loss": 263.39031982421875, "time": 581}
{"epoch": 73, "step": 1475, "lr_weights": 0.1979627534416135, "lr_biases": 0.004751106082598723, "loss": 262.60760498046875, "time": 591}
{"epoch": 75, "step": 1500, "lr_weights": 0.1978823643768564, "lr_biases": 0.004749176745044553, "loss": 261.787841796875, "time": 602}
{"epoch": 76, "step": 1525, "lr_weights": 0.19780043677013232, "lr_biases": 0.004747210482483175, "loss": 264.3486328125, "time": 612}
{"epoch": 77, "step": 1550, "lr_weights": 0.19771697191051885, "lr_biases": 0.004745207325852452, "loss": 262.6107177734375, "time": 621}
{"epoch": 78, "step": 1575, "lr_weights": 0.19763197111128136, "lr_biases": 0.004743167306670752, "loss": 261.28533935546875, "time": 631}
{"epoch": 80, "step": 1600, "lr_weights": 0.19754543570985217, "lr_biases": 0.004741090457036452, "loss": 261.731689453125, "time": 642}
{"epoch": 81, "step": 1625, "lr_weights": 0.19745736706780959, "lr_biases": 0.00473897680962743, "loss": 260.328857421875, "time": 652}
{"epoch": 82, "step": 1650, "lr_weights": 0.19736776657085653, "lr_biases": 0.004736826397700556, "loss": 260.23809814453125, "time": 662}
{"epoch": 83, "step": 1675, "lr_weights": 0.19727663562879857, "lr_biases": 0.004734639255091165, "loss": 258.2020263671875, "time": 671}
{"epoch": 85, "step": 1700, "lr_weights": 0.19718397567552182, "lr_biases": 0.004732415416212523, "loss": 259.84405517578125, "time": 682}
{"epoch": 86, "step": 1725, "lr_weights": 0.1970897881689705, "lr_biases": 0.004730154916055292, "loss": 259.322265625, "time": 692}
{"epoch": 87, "step": 1750, "lr_weights": 0.19699407459112372, "lr_biases": 0.004727857790186969, "loss": 258.9971618652344, "time": 702}
{"epoch": 88, "step": 1775, "lr_weights": 0.1968968364479726, "lr_biases": 0.0047255240747513414, "loss": 261.3123474121094, "time": 711}
{"epoch": 90, "step": 1800, "lr_weights": 0.196798075269496, "lr_biases": 0.004723153806467904, "loss": 258.68597412109375, "time": 722}
{"epoch": 91, "step": 1825, "lr_weights": 0.19669779260963693, "lr_biases": 0.004720747022631286, "loss": 257.21630859375, "time": 732}
{"epoch": 92, "step": 1850, "lr_weights": 0.19659599004627792, "lr_biases": 0.004718303761110669, "loss": 258.29913330078125, "time": 742}
{"epoch": 93, "step": 1875, "lr_weights": 0.19649266918121613, "lr_biases": 0.004715824060349187, "loss": 257.4678649902344, "time": 752}
{"epoch": 95, "step": 1900, "lr_weights": 0.19638783164013823, "lr_biases": 0.004713307959363317, "loss": 257.8323974609375, "time": 762}
{"epoch": 96, "step": 1925, "lr_weights": 0.1962814790725948, "lr_biases": 0.004710755497742274, "loss": 258.5976257324219, "time": 772}
{"epoch": 97, "step": 1950, "lr_weights": 0.1961736131519744, "lr_biases": 0.004708166715647385, "loss": 256.92041015625, "time": 782}
{"epoch": 98, "step": 1975, "lr_weights": 0.1960642355754772, "lr_biases": 0.004705541653811452, "loss": 256.71160888671875, "time": 792}
{"epoch": 100, "step": 2000, "lr_weights": 0.19595334806408832, "lr_biases": 0.004702880353538119, "loss": 257.0360412597656, "time": 802}
{"epoch": 101, "step": 2025, "lr_weights": 0.19584095236255064, "lr_biases": 0.004700182856701215, "loss": 257.39501953125, "time": 812}
{"epoch": 102, "step": 2050, "lr_weights": 0.19572705023933754, "lr_biases": 0.0046974492057441, "loss": 256.12457275390625, "time": 822}
{"epoch": 103, "step": 2075, "lr_weights": 0.19561164348662488, "lr_biases": 0.0046946794436789965, "loss": 255.96023559570312, "time": 832}
{"epoch": 105, "step": 2100, "lr_weights": 0.19549473392026298, "lr_biases": 0.004691873614086311, "loss": 256.36138916015625, "time": 842}
{"epoch": 106, "step": 2125, "lr_weights": 0.19537632337974786, "lr_biases": 0.0046890317611139485, "loss": 256.0601806640625, "time": 852}
{"epoch": 107, "step": 2150, "lr_weights": 0.19525641372819247, "lr_biases": 0.004686153929476619, "loss": 256.159912109375, "time": 862}
{"epoch": 108, "step": 2175, "lr_weights": 0.19513500685229723, "lr_biases": 0.0046832401644551335, "loss": 256.65557861328125, "time": 872}
{"epoch": 110, "step": 2200, "lr_weights": 0.19501210466232044, "lr_biases": 0.00468029051189569, "loss": 256.10711669921875, "time": 884}
{"epoch": 111, "step": 2225, "lr_weights": 0.19488770909204822, "lr_biases": 0.004677305018209157, "loss": 256.5379943847656, "time": 893}
{"epoch": 112, "step": 2250, "lr_weights": 0.19476182209876405, "lr_biases": 0.004674283730370337, "loss": 256.2656555175781, "time": 906}
{"epoch": 113, "step": 2275, "lr_weights": 0.19463444566321797, "lr_biases": 0.004671226695917231, "loss": 256.0972900390625, "time": 916}
{"epoch": 115, "step": 2300, "lr_weights": 0.19450558178959537, "lr_biases": 0.004668133962950289, "loss": 257.1130676269531, "time": 927}
{"epoch": 116, "step": 2325, "lr_weights": 0.19437523250548566, "lr_biases": 0.004665005580131655, "loss": 256.9283752441406, "time": 937}
{"epoch": 117, "step": 2350, "lr_weights": 0.19424339986185005, "lr_biases": 0.004661841596684401, "loss": 255.37857055664062, "time": 947}
{"epoch": 118, "step": 2375, "lr_weights": 0.1941100859329896, "lr_biases": 0.004658642062391749, "loss": 255.47999572753906, "time": 956}
{"epoch": 120, "step": 2400, "lr_weights": 0.19397529281651227, "lr_biases": 0.004655407027596294, "loss": 254.8932647705078, "time": 967}
{"epoch": 121, "step": 2425, "lr_weights": 0.1938390226333002, "lr_biases": 0.004652136543199204, "loss": 255.25985717773438, "time": 977}
{"epoch": 122, "step": 2450, "lr_weights": 0.19370127752747623, "lr_biases": 0.004648830660659429, "loss": 255.18618774414062, "time": 987}
{"epoch": 123, "step": 2475, "lr_weights": 0.19356205966637, "lr_biases": 0.004645489431992879, "loss": 255.4235076904297, "time": 997}
{"epoch": 125, "step": 2500, "lr_weights": 0.1934213712404842, "lr_biases": 0.0046421129097716195, "loss": 255.22286987304688, "time": 1008}
{"epoch": 126, "step": 2525, "lr_weights": 0.1932792144634597, "lr_biases": 0.004638701147123032, "loss": 255.3170166015625, "time": 1019}
{"epoch": 127, "step": 2550, "lr_weights": 0.19313559157204108, "lr_biases": 0.004635254197728985, "loss": 255.27169799804688, "time": 1029}
{"epoch": 128, "step": 2575, "lr_weights": 0.19299050482604116, "lr_biases": 0.004631772115824987, "loss": 254.99122619628906, "time": 1039}
